Matricule;Établissement;Nom;Prénom;Sexe;Date de naissance;Nationalité;Titre de séjour;Date d'entrée;Date de sortie;Type de contrat;Statut;Service;Emploi;Temps de travail;Salaire mensuel brut;Coefficient;Absence longue en cours;Mandat;Bénéficiaire obligation emploi;Observations
M050132;Agence Nord;BARJOU;Ludivine;F;16/06/1962;Française;;28/08/1992;;CDI;Employé;Back-office;Opérateur(rice) de saisie;Temps plein;3304,42;B;;;Oui;
M050133;Agence Sud;BARON;Madeleine;F;19/11/1979;Française;;11/03/2010;;CDI;Cadre;Crédit;Ingénieur patrimonial;Temps plein;5499,35;J;;;;
M050134;Agence Est;BARRAL;Maëlys;F;22/04/1996;Française;;22/10/2024;;CDI;Cadre;Conformité;Responsable conformité;Temps plein;4833,46;K;;;;
M050135;Agence Ouest;BARRAUD;Manon;F;25/09/1968;Française;;05/05/2001;;CDI;Agent de maîtrise;Ressources humaines;Responsable d’unité;Temps plein;4325,68;F;;;;
M050136;Centre de services clients;BARRE;Margot;F;28/02/1985;Française;;16/12/2006;;CDI;Technicien;Systèmes d’information;Chargé(e) d’études;Temps plein;3931,57;F;;;;
M050137;Siège;BARTHE;Jérémie;H;03/07/2002;Portugaise;;27/07/2024;;CDI;Employé;Juridique;Gestionnaire back-office;Temps plein;2782,34;C;;;;
M050138;Agence Nord;BASSET;Jérôme;H;06/12/1974;Espagnole;;10/02/1997;;CDI;Employé;Contrôle interne;Gestionnaire des moyens de paiement;Temps plein;3078,93;D;;;;
M050139;Agence Sud;BASTIEN;Joachim;H;09/05/1991;Italienne;;21/09/2015;;CDI;Employé;Marketing;Chargé(e) de recouvrement amiable;60 %;2632,87;A;;;;
M050140;Agence Est;BATAILLE;Joël;H;12/10/1963;Marocaine;Carte de résident;04/04/1988;;CDI;Employé;Finance;Assistant(e) commercial(e);Temps plein;3409,46;B;;;;
M050141;Agence Ouest;BATTAIS;Jonathan;H;15/03/1980;Algérienne;Carte de séjour pluriannuelle;15/11/2006;;CDI;Cadre;Réseau;Directeur(rice) d’agence;Temps plein;5793,80;J;;;;
M050142;Centre de services clients;BAUD;Joseph;H;18/08/1997;Tunisienne;Carte de séjour pluriannuelle;26/06/2024;;CDI;Agent de maîtrise;Back-office;Adjoint(e) au directeur d’agence;Temps plein;3457,58;G;;;;
M050143;Siège;BAUDET;Maud;F;21/01/1969;Roumaine;;09/01/1997;;CDI;Technicien;Crédit;Technicien(ne) des métiers de la banque;Temps plein;4054,16;E;;;;
M050144;Agence Nord;BAUER;Mélanie;F;24/06/1986;Allemande;;20/08/2015;;CDI;Ouvrier;Conformité;Agent de sécurité;Temps plein;2438,25;B;;;;
M050145;Agence Sud;BAUME;Micheline;F;27/11/2003;Belge;;03/03/2024;07/07/2025;CDD accroissement;Employé;Ressources humaines;Conseiller(ère) clientèle professionnels;Temps plein;2547,89;C;;;;
M050146;Agence Est;BAYARD;Mireille;F;02/04/1975;Sénégalaise;Carte de résident;14/10/2006;;CDI;Employé;Systèmes d’information;Gestionnaire back-office;Temps plein;3060,88;D;;;;
M050147;Agence Ouest;BAZILLE;Monique;F;05/09/1992;Ivoirienne;Carte de séjour pluriannuelle;25/05/2024;;CDI;Employé;Juridique;Gestionnaire des moyens de paiement;Temps plein;2633,89;A;;;;
M050148;Centre de services clients;BEAU;Muriel;F;08/02/1964;Comorienne;Carte de séjour pluriannuelle;08/12/1997;;CDI;Cadre;Contrôle interne;Analyste financier(ère);Temps plein;6322,61;I;;;;
M050149;Siège;BEAUCHAMP;Nadège;F;11/07/1981;Malienne;Carte de résident;19/07/2002;;CDI;Cadre;Marketing;Chef(fe) de projet;Temps plein;6112,43;J;;;;
M050150;Agence Nord;BEAUFILS;Nathalie;F;14/12/1998;Turque;Carte de séjour pluriannuelle;02/02/2020;;CDI;Agent de maîtrise;Finance;Adjoint(e) au directeur d’agence;Temps plein;3329,80;G;;;;
M050151;Agence Sud;BEAUGRAND;Ludovic;H;17/05/1970;Polonaise;;13/09/1993;;CDI;Technicien;Réseau;Technicien(ne) des métiers de la banque;Temps plein;4220,71;E;;;;
M050152;Agence Est;BECHU;Marc;H;20/10/1987;Camerounaise;Carte de résident;24/04/2011;;CDI;Employé;Back-office;Chargé(e) d’accueil;Temps plein;2820,55;B;;;;
M050153;Agence Ouest;BEGUIN;Marcel;H;23/03/2004;Congolaise (RDC);Carte de séjour pluriannuelle;07/11/2024;;CDI;Employé;Crédit;Conseiller(ère) clientèle particuliers;Temps plein;2510,34;C;;;;
M050154;Centre de services clients;BEL;Martin;H;26/08/1976;Haïtienne;Carte de séjour pluriannuelle;18/06/2002;;CDI;Employé;Conformité;Conseiller(ère) clientèle professionnels;Temps plein;3151,08;D;;;;
M050155;Siège;BELAIR;Mathieu;H;01/01/1993;Française;;01/01/2020;;CDI;Employé;Ressources humaines;Gestionnaire back-office;Temps plein;2705,02;A;;;;
M050156;Agence Nord;BELIN;Matthias;H;04/06/1965;Française;;12/08/1993;;CDI;Cadre;Systèmes d’information;Contrôleur(se) des risques;Temps plein;6643,77;I;;;;
M050157;Agence Sud;BELLET;Patricia;F;07/11/1982;Française;;23/03/2011;;CDI;Cadre;Juridique;Juriste bancaire;Temps plein;5520,72;J;;;;
M050158;Agence Est;BENARD;Paule;F;10/04/1999;Française;;06/10/2024;;CDI;Agent de maîtrise;Contrôle interne;Adjoint(e) au directeur d’agence;Temps plein;3530,46;G;;;;
M050159;Agence Ouest;BENOIST;Pauline;F;13/09/1971;Française;;17/05/2002;;CDI;Technicien;Marketing;Technicien(ne) des métiers de la banque;Temps plein;4094,61;E;;;;
M050160;Centre de services clients;BERARD;Perrine;F;16/02/1988;Française;;28/12/2020;;CDI;Employé;Finance;Chargé(e) de clientèle à distance;Temps plein;2817,33;B;;;;
M050161;Siège;BERGE;Priscille;F;19/07/1960;Française;;11/07/1993;;CDI;Employé;Réseau;Chargé(e) d’accueil;Temps plein;3085,31;C;;;;
M050162;Agence Nord;BERLAND;Rachel;F;22/12/1977;Française;;22/02/1998;;CDI;Employé;Back-office;Conseiller(ère) clientèle particuliers;Temps plein;2997,76;D;;;;
M050163;Agence Sud;BERNIER;Raphaëlle;F;25/05/1994;Française;;05/09/2016;;CDI;Employé;Crédit;Conseiller(ère) clientèle professionnels;Temps plein;2570,77;A;;;;
M050164;Agence Est;BERTHE;Régine;F;28/10/1966;Française;;16/04/1989;;CDI;Cadre;Conformité;Responsable conformité;Temps plein;6455,69;I;;;;
M050165;Agence Ouest;BERTIN;Paul;H;03/03/1983;Française;;27/11/2007;;CDI;Agent de maîtrise;Ressources humaines;Superviseur(e) back-office;Temps plein;4120,51;F;;;;
M050166;Centre de services clients;BESANCON;Philippe;H;06/08/2000;Française;;10/06/2024;;CDI;Technicien;Systèmes d’information;Gestionnaire de patrimoine junior;Temps plein;3304,74;F;;;;
M050167;Siège;BESSE;Pierre;H;09/01/1972;Française;;21/01/1998;;CDI;Ouvrier;Juridique;Agent de maintenance;Temps plein;2972,52;A;;;;
M050168;Agence Nord;BETTON;Quentin;H;12/06/1989;Française;;04/08/2016;;CDI;Employé;Contrôle interne;Opérateur(rice) de saisie;Temps plein;2892,70;B;;;;
M050169;Agence Sud;BEZIAT;Raphaël;H;15/11/1961;Française;;15/03/1989;;CDI;Employé;Marketing;Chargé(e) de clientèle à distance;Temps plein;3669,29;C;;;;
M050170;Agence Est;BIDAUD;Raymond;H;18/04/1978;Française;;26/10/2007;;CDI;Employé;Finance;Chargé(e) d’accueil;Temps plein;3223,23;D;;;;
M050171;Agence Ouest;BIGOT;Séverine;F;21/09/1995;Française;;09/05/2024;;CDI;Cadre;Réseau;Directeur(rice) d’agence;Temps plein;4984,46;H;;;;
M050172;Centre de services clients;BILLARD;Sibylle;F;24/02/1967;Française;;20/12/1998;;CDI;Cadre;Back-office;Chargé(e) d’affaires entreprises;Temps plein;5863,97;I;;;;
M050173;Siège;BILLET;Solange;F;27/07/1984;Française;;03/07/2016;;CDI;Agent de maîtrise;Crédit;Superviseur(e) back-office;90 %;3502,15;F;;;;
M050174;Agence Nord;BINET;Sophie;F;02/12/2001;Française;;14/02/2024;;CDI;Technicien;Conformité;Gestionnaire de patrimoine junior;Temps plein;3042,39;F;;;;
M050175;Agence Sud;BIZET;Stéphanie;F;05/05/1973;Française;;25/09/1994;;CDI;Employé;Ressources humaines;Chargé(e) de recouvrement amiable;Temps plein;3181,20;A;;;;
M050176;Agence Est;BLAIN;Suzanne;F;08/10/1990;Française;;08/04/2012;;CDI;Employé;Systèmes d’information;Assistant(e) commercial(e);Temps plein;2754,22;B;;;;
M050177;Agence Ouest;BLANC;Sylvie;F;11/03/1962;Française;;19/11/1986;;CDI;Employé;Juridique;Opérateur(rice) de saisie;Temps plein;3476,08;C;;;;
M050178;Centre de services clients;BLANCHE;Thérèse;F;14/08/1979;Française;;02/06/2003;;CDI;Employé;Contrôle interne;Chargé(e) de clientèle à distance;Temps plein;3075,21;D;;;;
M050179;Siège;BLIN;Samuel;H;17/01/1996;Portugaise;;13/01/2021;;CDI;Cadre;Marketing;Chef(fe) de projet;Temps plein;5197,45;H;;;;
M050180;Agence Nord;BLOCH;Sébastien;H;20/06/1968;Espagnole;;24/08/1994;;CDI;Cadre;Finance;Responsable des ressources humaines;Temps plein;6663,08;I;;;;
M050181;Agence Sud;BOCQUET;Serge;H;23/11/1985;Italienne;;07/03/2012;;CDI;Agent de maîtrise;Réseau;Superviseur(e) back-office;Temps plein;4142,06;F;;;;
M050182;Agence Est;BODARD;Simon;H;26/04/2002;Marocaine;Carte de résident;18/10/2024;24/10/2025;CDD accroissement;Technicien;Back-office;Gestionnaire de patrimoine junior;Temps plein;3512,74;F;;;;
M050183;Agence Ouest;BOFFY;Stéphane;H;01/09/1974;Algérienne;Carte de séjour pluriannuelle;01/05/2003;;CDI;Employé;Crédit;Gestionnaire des moyens de paiement;Temps plein;2930,91;A;;;;
M050184;Centre de services clients;BOHAIN;Sylvain;H;04/02/1991;Tunisienne;Carte de séjour pluriannuelle;12/12/2021;;CDI;Employé;Conformité;Chargé(e) de recouvrement amiable;Temps plein;2484,85;B;;;;
M050185;Siège;BOILEAU;Théo;H;07/07/1963;Roumaine;;23/07/1994;;CDI;Employé;Ressources humaines;Assistant(e) commercial(e);Temps plein;3261,44;C;;;;
M050186;Agence Nord;BOISSEAU;Zoé;F;10/12/1980;Allemande;;06/02/2012;;CDI;Employé;Systèmes d’information;Opérateur(rice) de saisie;Temps plein;2704,22;D;;;;
M050187;Agence Sud;BOIVIN;Adélaïde;F;13/05/1997;Belge;;17/09/2024;;CDI;Cadre;Juridique;Juriste bancaire;Temps plein;4712,46;H;;;;
M050188;Agence Est;BOLLE;Agnès;F;16/10/1969;Sénégalaise;Carte de résident;28/04/1990;;CDI;Agent de maîtrise;Contrôle interne;Animateur(rice) commercial(e);Temps plein;4598,87;G;;;;
M050189;Agence Ouest;BOMBARD;Aline;F;19/03/1986;Ivoirienne;Carte de séjour pluriannuelle;11/11/2008;;CDI;Technicien;Marketing;Contrôleur(se) de premier niveau;Temps plein;3743,55;E;;;;
M050190;Centre de services clients;BONHOMME;Alizée;F;22/08/2003;Comorienne;Carte de séjour pluriannuelle;22/06/2024;;CDI;Ouvrier;Finance;Agent d’entretien;70 %;2287,89;B;;;;
M050191;Siège;BONIN;Amandine;F;25/01/1975;Malienne;Carte de résident;05/01/1999;;CDI;Employé;Réseau;Gestionnaire back-office;Temps plein;3258,65;A;;;;
M050192;Agence Nord;BONNARD;Andréa;F;28/06/1992;Turque;Carte de séjour pluriannuelle;16/08/2017;;CDI;Employé;Back-office;Gestionnaire des moyens de paiement;Temps plein;2831,66;B;;;;
M050193;Agence Sud;BONNEL;Anne-Sophie;F;03/11/1964;Polonaise;;27/03/1990;;CDI;Employé;Crédit;Chargé(e) de recouvrement amiable;Temps plein;3579,64;C;;;Oui;
M050194;Agence Est;BONNET;Xavier;H;06/04/1981;Camerounaise;Carte de résident;10/10/2008;;CDI;Employé;Conformité;Assistant(e) commercial(e);Temps plein;2788,06;D;;;;
M050195;Agence Ouest;BONVIN;Yann;H;09/09/1998;Congolaise (RDC);Carte de séjour pluriannuelle;21/05/2024;;CDI;Cadre;Ressources humaines;Auditeur(rice) interne;Temps plein;4767,38;H;;;;
M050196;Centre de services clients;BORDIER;Yves;H;12/02/1970;Haïtienne;Carte de séjour pluriannuelle;04/12/1999;;CDI;Agent de maîtrise;Systèmes d’information;Animateur(rice) commercial(e);Temps plein;4311,83;G;;;;
M050197;Siège;BOREL;Zacharie;H;15/07/1987;Française;;15/07/2017;;CDI;Technicien;Juridique;Contrôleur(se) de premier niveau;Temps plein;3441,83;E;;;;
M050198;Agence Nord;BORNE;Adrien;H;18/12/2004;Française;;26/02/2024;;CDI;Employé;Contrôle interne;Conseiller(ère) clientèle particuliers;Temps plein;2525,34;D;;;;
M050199;Agence Sud;BOSCHER;Alain;H;21/05/1976;Française;;09/09/2008;;CDI;Employé;Marketing;Conseiller(ère) clientèle professionnels;Temps plein;3003,06;A;;;;
M050200;Agence Est;BOSSE;Bénédicte;F;24/10/1993;Française;;20/04/2024;;CDI;Employé;Finance;Gestionnaire back-office;Temps plein;2512,89;B;;;;
M050201;Agence Ouest;BOTTE;Bérangère;F;27/03/1965;Française;;03/11/1986;;CDI;Employé;Réseau;Gestionnaire des moyens de paiement;Temps plein;3548,08;C;;;;
M050202;Centre de services clients;BOUCARD;Camille;F;02/08/1982;Française;;14/06/2004;;CDI;Cadre;Back-office;Chargé(e) d’affaires entreprises;Temps plein;5890,16;K;;;;
M050203;Siège;BOUCHE;Carine;F;05/01/1999;Française;;25/01/2022;;CDI;Cadre;Crédit;Ingénieur patrimonial;Temps plein;5021,73;H;;;;
M050204;Agence Nord;BOUDIN;Caroline;F;08/06/1971;Française;;08/08/1995;;CDI;Agent de maîtrise;Conformité;Animateur(rice) commercial(e);Temps plein;4627,70;G;;;;
M050205;Agence Sud;BOUE;Cassandre;F;11/11/1988;Française;;19/03/2013;;CDI;Technicien;Ressources humaines;Contrôleur(se) de premier niveau;Temps plein;3304,00;E;;;;
M050206;Agence Est;BOUFFARD;Catherine;F;14/04/1960;Française;;02/10/1986;;CDI;Employé;Systèmes d’information;Chargé(e) d’accueil;Temps plein;3283,08;D;;;;
M050207;Agence Ouest;BOUGARD;Cécile;F;17/09/1977;Française;;13/05/2004;;CDI;Employé;Juridique;Conseiller(ère) clientèle particuliers;50 %;2856,10;A;;;;
M050208;Centre de services clients;BOUILLET;Armand;H;20/02/1994;Française;;24/12/2022;;CDI;Employé;Contrôle interne;Conseiller(ère) clientèle professionnels;Temps plein;2529,68;B;;;;
M050209;Siège;BOULAND;Arnaud;H;23/07/1966;Française;;07/07/1995;;CDI;Employé;Marketing;Gestionnaire back-office;Temps plein;3306,27;C;;;;
M050210;Agence Nord;BOULET;Arthur;H;26/12/1983;Française;;18/02/2013;;CDI;Cadre;Finance;Responsable des ressources humaines;Temps plein;5511,97;K;;;;
M050211;Agence Sud;BOUQUET;Aurélien;H;01/05/2000;Française;;01/09/2024;;CDI;Agent de maîtrise;Réseau;Responsable d’unité;Temps plein;3544,58;F;;;;
M050212;Agence Est;BOURDIER;Baptiste;H;04/10/1972;Française;;12/04/2004;;CDI;Technicien;Back-office;Chargé(e) d’études;Temps plein;4060,14;F;;;;
M050213;Agence Ouest;BOURGES;Benjamin;H;07/03/1989;Française;;23/11/2022;;CDI;Technicien;Crédit;Contrôleur(se) de premier niveau;Temps plein;3475,48;E;;;;
M050214;Centre de services clients;BOURGOIN;Coralie;F;10/08/1961;Française;;06/06/1986;;CDI;Employé;Conformité;Chargé(e) de clientèle à distance;Temps plein;3627,08;D;;;;
M050215;Siège;BOURNE;Delphine;F;13/01/1978;Française;;17/01/2000;;CDI;Employé;Ressources humaines;Chargé(e) d’accueil;Temps plein;3304,54;A;;;;
M050216;Agence Nord;BOUSQUET;Diane;F;16/06/1995;Française;;28/08/2018;;CDI;Employé;Systèmes d’information;Conseiller(ère) clientèle particuliers;Temps plein;2877,55;B;;;;
M050217;Agence Sud;BOUTIN;Dominique;F;19/11/1967;Française;;11/03/1991;;CDI;Employé;Juridique;Conseiller(ère) clientèle professionnels;Temps plein;3145,53;C;;;;
M050218;Agence Est;BOUVIER;Éliane;F;22/04/1984;Française;;22/10/2009;;CDI;Cadre;Contrôle interne;Analyste financier(ère);Temps plein;5364,99;K;;;;
M050219;Agence Ouest;BOYE;Élodie;F;25/09/2001;Française;;05/05/2024;13/01/2025;CDD accroissement;Agent de maîtrise;Marketing;Responsable d’unité;Temps plein;3273,46;F;;;;
M050220;Centre de services clients;BOYER;Émeline;F;28/02/1973;Française;;16/12/2000;;CDI;Technicien;Finance;Chargé(e) d’études;Temps plein;3904,63;F;;;;
M050221;Siège;BRAULT;Émilie;F;03/07/1990;Portugaise;;27/07/2018;;CDI;Employé;Réseau;Assistant(e) commercial(e);Temps plein;2612,55;C;;;;
M050222;Agence Nord;BREHIER;Christophe;H;06/12/1962;Espagnole;;10/02/1991;;CDI;Employé;Back-office;Opérateur(rice) de saisie;Temps plein;3493,95;D;;;;
M050223;Agence Sud;BREMOND;Claude;H;09/05/1979;Italienne;;21/09/2009;;CDI;Employé;Crédit;Chargé(e) de clientèle à distance;Temps plein;3047,89;A;;;;
M050224;Agence Est;BRESSON;Clément;H;12/10/1996;Marocaine;Carte de résident;04/04/2024;;CDI;Employé;Conformité;Chargé(e) d’accueil;60 %;2683,34;B;;;;
M050225;Agence Ouest;BRETON;Corentin;H;15/03/1968;Algérienne;Carte de séjour pluriannuelle;15/11/2000;;CDI;Cadre;Ressources humaines;Auditeur(rice) interne;Temps plein;6361,94;J;;;;
M050226;Centre de services clients;BREUIL;Cyril;H;18/08/1985;Tunisienne;Carte de séjour pluriannuelle;26/06/2018;;CDI;Cadre;Systèmes d’information;Contrôleur(se) des risques;Temps plein;5456,52;K;;;;
M050227;Siège;BRIAND;Damien;H;21/01/2002;Roumaine;;09/01/2023;;CDI;Agent de maîtrise;Juridique;Responsable d’unité;Temps plein;3789,87;F;;;;
M050228;Agence Nord;BRICOUT;Daniel;H;24/06/1974;Allemande;;20/08/1996;;CDI;Technicien;Contrôle interne;Chargé(e) d’études;Temps plein;4067,10;F;;;;
M050229;Agence Sud;BRIERE;Gabrielle;F;27/11/1991;Belge;;03/03/2014;;CDI;Employé;Marketing;Chargé(e) de recouvrement amiable;Temps plein;2580,99;C;;;;
M050230;Agence Est;BRIGNON;Geneviève;F;02/04/1963;Sénégalaise;Carte de résident;14/10/1987;;CDI;Employé;Finance;Assistant(e) commercial(e);Temps plein;3328,97;D;;;;
M050231;Agence Ouest;BRILLAND;Ghislaine;F;05/09/1980;Ivoirienne;Carte de séjour pluriannuelle;25/05/2005;;CDI;Employé;Réseau;Opérateur(rice) de saisie;Temps plein;2901,99;A;;;;
M050232;Centre de services clients;BRIOT;Gwenaëlle;F;08/02/1997;Comorienne;Carte de séjour pluriannuelle;08/12/2023;;CDI;Employé;Back-office;Chargé(e) de clientèle à distance;Temps plein;2475,00;B;;;;
M050233;Siège;BRISSET;Hélène;F;11/07/1969;Malienne;Carte de résident;19/07/1996;;CDI;Cadre;Crédit;Ingénieur patrimonial;Temps plein;6188,24;J;;;;
M050234;Agence Nord;BROCARD;Ingrid;F;14/12/1986;Turque;Carte de séjour pluriannuelle;02/02/2014;;CDI;Cadre;Conformité;Responsable conformité;Temps plein;5319,81;K;;;;
M050235;Agence Sud;BROCHET;Irène;F;17/05/2003;Polonaise;;13/09/2024;;CDI;Agent de maîtrise;Ressources humaines;Responsable d’unité;Temps plein;3481,46;F;;;;
M050236;Agence Est;BRODIN;Isabelle;F;20/10/1975;Camerounaise;Carte de résident;24/04/2005;;CDI;Technicien;Systèmes d’information;Chargé(e) d’études;Temps plein;3945,08;F;;;;
M050237;Agence Ouest;BROSSARD;Éric;H;23/03/1992;Congolaise (RDC);Carte de séjour pluriannuelle;07/11/2023;;CDI;Employé;Juridique;Gestionnaire des moyens de paiement;Temps plein;2789,51;C;;;;
M050238;Centre de services clients;BROUARD;Ernest;H;26/08/1964;Haïtienne;Carte de séjour pluriannuelle;18/06/1996;;CDI;Employé;Contrôle interne;Chargé(e) de recouvrement amiable;Temps plein;3566,10;D;;;;
M050239;Siège;BRUEL;Étienne;H;01/01/1981;Française;;01/01/2014;;CDI;Employé;Marketing;Assistant(e) commercial(e);Temps plein;2640,04;A;;;;
M050240;Agence Nord;BRUNEL;Eugène;H;04/06/1998;Française;;12/08/2019;;CDI;Employé;Finance;Opérateur(rice) de saisie;Temps plein;2547,19;B;;;;
M050241;Agence Sud;BRUNET;Fabien;H;07/11/1970;Française;;23/03/1992;;CDI;Cadre;Réseau;Directeur(rice) d’agence;Temps plein;6511,46;J;;;;
M050242;Agence Est;BUFFET;Fabrice;H;10/04/1987;Française;;06/10/2010;;CDI;Agent de maîtrise;Back-office;Adjoint(e) au directeur d’agence;Temps plein;3959,64;G;;;;
M050243;Agence Ouest;BUGEAT;Karine;F;13/09/2004;Française;;17/05/2024;;CDI;Technicien;Crédit;Technicien(ne) des métiers de la banque;Temps plein;3129,39;E;;;;
M050244;Centre de services clients;BUISSON;Laetitia;F;16/02/1976;Française;;28/12/2001;;CDI;Ouvrier;Conformité;Agent de sécurité;Temps plein;2742,35;B;;;;
M050245;Siège;BURDIN;Laure;F;19/07/1993;Française;;11/07/2019;;CDI;Employé;Ressources humaines;Gestionnaire back-office;Temps plein;2658,44;C;;;;
M050246;Agence Nord;BUREAU;Léa;F;22/12/1965;Française;;22/02/1992;;CDI;Employé;Systèmes d’information;Gestionnaire des moyens de paiement;Temps plein;3406,42;D;;;;
M050247;Agence Sud;BUSSON;Lucie;F;25/05/1982;Française;;05/09/2010;;CDI;Employé;Juridique;Chargé(e) de recouvrement amiable;Temps plein;2979,44;A;;;;
M050248;Agence Est;CABANEL;Ludivine;F;28/10/1999;Française;;16/04/2024;;CDI;Cadre;Contrôle interne;Analyste financier(ère);Temps plein;4935,46;I;;;;
M050249;Agence Ouest;CABROL;Madeleine;F;03/03/1971;Française;;27/11/2001;;CDI;Cadre;Marketing;Chef(fe) de projet;Temps plein;6143,07;J;;;;
M050250;Centre de services clients;CADET;Maëlys;F;06/08/1988;Française;;10/06/2019;;CDI;Agent de maîtrise;Finance;Adjoint(e) au directeur d’agence;Temps plein;3345,64;G;;;;
M050251;Siège;CAILLARD;Georges;H;09/01/1960;Française;;21/01/1992;;CDI;Technicien;Réseau;Technicien(ne) des métiers de la banque;Temps plein;4235,58;E;;;;
M050252;Agence Nord;CALAIS;Gérald;H;12/06/1977;Française;;04/08/2010;;CDI;Employé;Back-office;Conseiller(ère) clientèle particuliers;Temps plein;2827,72;B;;;;
